"source" "type" "score" "phase" "gene_id" "gene_type" "gene_name" "level" "hgnc_id" "havana_gene" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"ENSG00000007129.18" "HAVANA" "gene" NA NA "ENSG00000007129.18" "protein_coding" "CEACAM21" "2" "HGNC:28834" "OTTHUMG00000151062.9" 0.744872765802837 1.11845165260175 5.3579945268478 1.38851063705951e-07 2.92697239108508e-06 7.02244974184787
"ENSG00000138376.11" "HAVANA" "gene" NA NA "ENSG00000138376.11" "protein_coding" "BARD1" "2" "HGNC:952" "OTTHUMG00000133016.9" -0.442902369594848 3.752683528385 -5.35795434624082 1.3887996372715e-07 2.92697239108508e-06 6.75959258877465
"ENSG00000113739.10" "HAVANA" "gene" NA NA "ENSG00000113739.10" "protein_coding" "STC2" "1" "HGNC:11374" "OTTHUMG00000130542.4" -0.869328757395308 3.45502071234811 -5.35772627322398 1.39044116592672e-07 2.92782948882082e-06 6.75973382520803
"ENSG00000170571.12" "HAVANA" "gene" NA NA "ENSG00000170571.12" "protein_coding" "EMB" "1" "HGNC:30465" "OTTHUMG00000131161.3" 0.745258038358848 6.3940018700134 5.3575536833089 1.39168461323078e-07 2.92784757583868e-06 6.63281669142846
"ENSG00000198836.11" "HAVANA" "gene" NA NA "ENSG00000198836.11" "protein_coding" "OPA1" "1" "HGNC:8140" "OTTHUMG00000149897.21" -0.339399601040468 5.98837159795985 -5.35693672460608 1.39613840756101e-07 2.93461362085741e-06 6.62620563691749
"ENSG00000128578.10" "HAVANA" "gene" NA NA "ENSG00000128578.10" "protein_coding" "STRIP2" "2" "HGNC:22209" "OTTHUMG00000157695.2" -0.966465122129592 2.61366231223193 -5.3551071777503 1.40942731793914e-07 2.95992220623002e-06 6.82384627418049
"ENSG00000222713.1" "ENSEMBL" "gene" NA NA "ENSG00000222713.1" "misc_RNA" "RN7SKP51" "3" "HGNC:45775" NA 1.30024054979637 -2.8377406007621 5.34884870514447 1.45582054990256e-07 3.05464648125572e-06 7.09993894456264
"ENSG00000273771.1" "HAVANA" "gene" NA NA "ENSG00000273771.1" "lncRNA" "AC024337.2" "2" NA "OTTHUMG00000187028.1" 0.883850457990531 -2.56560983430582 5.3468715893569 1.47078230174571e-07 3.08331108526887e-06 7.08721276813825
"ENSG00000142279.13" "HAVANA" "gene" NA NA "ENSG00000142279.13" "protein_coding" "WTIP" "2" "HGNC:20964" "OTTHUMG00000182099.5" 0.7332871388096 3.67867092825117 5.34473685094044 1.48710441484311e-07 3.11477435299735e-06 6.76540032986662
"ENSG00000124780.14" "HAVANA" "gene" NA NA "ENSG00000124780.14" "protein_coding" "KCNK17" "2" "HGNC:14465" "OTTHUMG00000014646.3" 1.03686350062076 0.191107459045039 5.34355824328623 1.49619118117813e-07 3.1310408566402e-06 6.9976203483408
"ENSG00000198939.8" "HAVANA" "gene" NA NA "ENSG00000198939.8" "protein_coding" "ZFP2" "2" "HGNC:26138" "OTTHUMG00000130885.6" 0.616100169140085 0.0729087988038582 5.34316765010811 1.4992144270237e-07 3.1346008875425e-06 6.99251751447932
"ENSG00000197153.5" "HAVANA" "gene" NA NA "ENSG00000197153.5" "protein_coding" "H3C12" "1" "HGNC:4774" "OTTHUMG00000016185.3" -1.18937355047965 -3.40133364902318 -5.34250568322502 1.50435168740381e-07 3.14257079368673e-06 7.05976927649005
"ENSG00000177791.12" "HAVANA" "gene" NA NA "ENSG00000177791.12" "protein_coding" "MYOZ1" "2" "HGNC:13752" "OTTHUMG00000018466.2" 1.05062048078177 0.152674469241886 5.34229161227702 1.50601665935625e-07 3.14327948885006e-06 6.99246583972267
"ENSG00000145824.13" "HAVANA" "gene" NA NA "ENSG00000145824.13" "protein_coding" "CXCL14" "2" "HGNC:10640" "OTTHUMG00000129139.7" 1.82762862418437 4.95049507924733 5.3397388136861 1.52600981715734e-07 3.18000655719069e-06 6.6760171205163
"ENSG00000121579.13" "HAVANA" "gene" NA NA "ENSG00000121579.13" "protein_coding" "NAA50" "2" "HGNC:29533" "OTTHUMG00000159294.4" -0.323705142142537 6.96310979124762 -5.3397025279083 1.52629585073092e-07 3.18000655719069e-06 6.53568318300803
"ENSG00000186665.10" "HAVANA" "gene" NA NA "ENSG00000186665.10" "protein_coding" "C17orf58" "2" "HGNC:27568" "OTTHUMG00000179782.2" -0.424854299328931 3.60954766171997 -5.33793151961432 1.54031977964094e-07 3.20640754831314e-06 6.66968659347969
"ENSG00000081189.16" "HAVANA" "gene" NA NA "ENSG00000081189.16" "protein_coding" "MEF2C" "2" "HGNC:6996" "OTTHUMG00000162634.12" 0.580807851707833 4.94421088577908 5.33770604681957 1.54211416052171e-07 3.20732690754121e-06 6.60841304609146
"ENSG00000154930.15" "HAVANA" "gene" NA NA "ENSG00000154930.15" "protein_coding" "ACSS1" "2" "HGNC:16091" "OTTHUMG00000032112.3" 0.650913414909144 5.46501012084552 5.33686603370432 1.54881711460461e-07 3.21844467898995e-06 6.56862920509789
"ENSG00000175643.10" "HAVANA" "gene" NA NA "ENSG00000175643.10" "protein_coding" "RMI2" "2" "HGNC:28349" "OTTHUMG00000129793.5" -0.49998737573808 3.77122992323745 -5.33628356728171 1.55348154503018e-07 3.22531063333323e-06 6.63675970779367
"ENSG00000140807.7" "HAVANA" "gene" NA NA "ENSG00000140807.7" "protein_coding" "NKD1" "2" "HGNC:17045" "OTTHUMG00000133169.7" 0.951865364485632 2.91941801210298 5.33434521640332 1.56910236826551e-07 3.25489213924544e-06 6.8083406480399
"ENSG00000158220.14" "HAVANA" "gene" NA NA "ENSG00000158220.14" "protein_coding" "ESYT3" "2" "HGNC:24295" "OTTHUMG00000147354.3" 0.92200393869646 3.78538337445568 5.33360670461485 1.57509391535e-07 3.26187516359444e-06 6.7221641345076
"ENSG00000065600.13" "HAVANA" "gene" NA NA "ENSG00000065600.13" "protein_coding" "PACC1" "2" "HGNC:25593" "OTTHUMG00000036751.2" -0.407815093495516 3.58360250882644 -5.33351243965668 1.57586028308094e-07 3.26187516359444e-06 6.65122206142058
"ENSG00000154864.13" "HAVANA" "gene" NA NA "ENSG00000154864.13" "protein_coding" "PIEZO2" "1" "HGNC:26270" "OTTHUMG00000178507.14" 0.744149745809297 3.21795193240713 5.33342199591774 1.57659592470655e-07 3.26187516359444e-06 6.77079837009471
"ENSG00000223930.7" "HAVANA" "gene" NA NA "ENSG00000223930.7" "lncRNA" "AC117453.1" "1" NA "OTTHUMG00000157254.5" 1.02498252278929 -3.08356192426512 5.33242521553337 1.58472553857677e-07 3.2758363138322e-06 7.0208484756
"ENSG00000064419.13" "HAVANA" "gene" NA NA "ENSG00000064419.13" "protein_coding" "TNPO3" "1" "HGNC:17103" "OTTHUMG00000158409.3" -0.30484932828131 6.03504801508485 -5.33172474773492 1.59046278781617e-07 3.2848321166482e-06 6.49976988363925
"ENSG00000111452.13" "HAVANA" "gene" NA NA "ENSG00000111452.13" "protein_coding" "ADGRD1" "1" "HGNC:19893" "OTTHUMG00000168339.5" 1.08366041401321 4.35463285591858 5.33125205792128 1.59434578459267e-07 3.2876105225798e-06 6.66028064731026
"ENSG00000108106.14" "HAVANA" "gene" NA NA "ENSG00000108106.14" "protein_coding" "UBE2S" "1" "HGNC:17895" "OTTHUMG00000180811.5" -0.637370443547124 3.86907741713595 -5.33122343208458 1.59458123195562e-07 3.2876105225798e-06 6.58925780084732
"ENSG00000228716.7" "HAVANA" "gene" NA NA "ENSG00000228716.7" "protein_coding" "DHFR" "2" "HGNC:2861" "OTTHUMG00000162529.3" -0.429867762638938 3.503983609707 -5.32759957091272 1.62466156833055e-07 3.34671813945416e-06 6.63454017361547
"ENSG00000185862.7" "HAVANA" "gene" NA NA "ENSG00000185862.7" "protein_coding" "EVI2B" "2" "HGNC:3500" "OTTHUMG00000132869.3" 0.649692925148464 4.29094918960731 5.32382967200591 1.65653828967393e-07 3.40942038612578e-06 6.59553574694597
"ENSG00000240849.11" "HAVANA" "gene" NA NA "ENSG00000240849.11" "protein_coding" "PEDS1" "2" "HGNC:16735" "OTTHUMG00000152625.5" -0.358191254685741 5.21979580132692 -5.32344235686485 1.65984743913386e-07 3.41326823780258e-06 6.4800474430736
"ENSG00000269954.2" "HAVANA" "gene" NA NA "ENSG00000269954.2" "lncRNA" "AC022239.1" "2" NA "OTTHUMG00000165416.2" 1.28722114010228 -1.87861887183839 5.32270283410462 1.66618361088771e-07 3.42332871873028e-06 6.96091775884246
"ENSG00000006210.7" "HAVANA" "gene" NA NA "ENSG00000006210.7" "protein_coding" "CX3CL1" "1" "HGNC:10647" "OTTHUMG00000133469.6" 1.01336659378572 5.89099025518891 5.32030821740007 1.6868619452304e-07 3.460258827936e-06 6.47300205300135
"ENSG00000167588.13" "HAVANA" "gene" NA NA "ENSG00000167588.13" "protein_coding" "GPD1" "2" "HGNC:4455" "OTTHUMG00000169813.6" 1.08735270550287 1.28504224384124 5.32028348090015 1.68707684736146e-07 3.460258827936e-06 6.84222281712667
"ENSG00000108018.15" "HAVANA" "gene" NA NA "ENSG00000108018.15" "protein_coding" "SORCS1" "2" "HGNC:16697" "OTTHUMG00000019018.5" 1.31609139034802 -3.05594565454807 5.3187495143775 1.70045544459396e-07 3.48468440720163e-06 6.95510076207835
"ENSG00000123737.13" "HAVANA" "gene" NA NA "ENSG00000123737.13" "protein_coding" "EXOSC9" "1" "HGNC:9137" "OTTHUMG00000128783.8" -0.256494858744024 4.31443987477845 -5.31555140783731 1.72867980101999e-07 3.5394644285133e-06 6.50490009650586
"ENSG00000196090.12" "HAVANA" "gene" NA NA "ENSG00000196090.12" "protein_coding" "PTPRT" "2" "HGNC:9682" "OTTHUMG00000033040.5" 1.84383131641422 -0.511703134560036 5.31275243933788 1.75375419104427e-07 3.58770594216219e-06 6.89270912979265
"ENSG00000085276.19" "HAVANA" "gene" NA NA "ENSG00000085276.19" "protein_coding" "MECOM" "1" "HGNC:3498" "OTTHUMG00000158596.9" 0.790530494229195 5.77163639349197 5.31111449244731 1.76859093393909e-07 3.61493888307724e-06 6.42727090747131
"ENSG00000263264.2" "HAVANA" "gene" NA NA "ENSG00000263264.2" "protein_coding" "AC119396.1" "1" NA "OTTHUMG00000177340.5" 0.766460212718093 -1.21059902036108 5.31030197286637 1.77599596221315e-07 3.62694782636295e-06 6.87767979453791
"ENSG00000134824.14" "HAVANA" "gene" NA NA "ENSG00000134824.14" "protein_coding" "FADS2" "1" "HGNC:3575" "OTTHUMG00000163794.5" -0.849807262998167 6.05681965511123 -5.30624308840888 1.81344001897152e-07 3.70022916091348e-06 6.37167418157512
"ENSG00000225873.4" "HAVANA" "gene" NA NA "ENSG00000225873.4" "transcribed_unitary_pseudogene" "C3orf86" "2" "HGNC:44570" "OTTHUMG00000156179.8" 1.13634696607751 -2.73079607422439 5.3014637253158 1.85851304239187e-07 3.78893759545238e-06 6.86946073125988
"ENSG00000272476.1" "HAVANA" "gene" NA NA "ENSG00000272476.1" "lncRNA" "AL024507.2" "2" NA "OTTHUMG00000185803.1" -0.478721098788151 -0.775659227826269 -5.30069137770361 1.86589813860721e-07 3.79785021383156e-06 6.78921085439308
"ENSG00000224479.6" "HAVANA" "gene" NA NA "ENSG00000224479.6" "transcribed_unitary_pseudogene" "AC104162.1" "1" NA "OTTHUMG00000155878.3" 1.00855294596489 -2.41167722340836 5.30067152329031 1.86608835896827e-07 3.79785021383156e-06 6.86224568298549
"ENSG00000149480.7" "HAVANA" "gene" NA NA "ENSG00000149480.7" "protein_coding" "MTA2" "1" "HGNC:7411" "OTTHUMG00000167684.2" -0.297593747828637 6.60597915029506 -5.29925461895302 1.87971206337861e-07 3.82203288637372e-06 6.3339766295825
"ENSG00000125462.19" "HAVANA" "gene" NA NA "ENSG00000125462.19" "lncRNA" "MIR9-1HG" "2" "HGNC:30780" "OTTHUMG00000031022.5" -1.32259593016892 0.0163099534086022 -5.29910103315078 1.88119459232313e-07 3.82203288637372e-06 6.72896794195288
"ENSG00000159593.15" "HAVANA" "gene" NA NA "ENSG00000159593.15" "protein_coding" "NAE1" "1" "HGNC:621" "OTTHUMG00000137513.8" -0.295620857944713 5.34990980492931 -5.29836931752036 1.88827326630548e-07 3.83313006370745e-06 6.3539886377206
"ENSG00000174871.11" "HAVANA" "gene" NA NA "ENSG00000174871.11" "protein_coding" "CNIH2" "2" "HGNC:28744" "OTTHUMG00000166919.2" -0.715244024057867 -0.0151355269964335 -5.29713284109891 1.90029379960705e-07 3.85423147892928e-06 6.73895293951597
"ENSG00000129675.16" "HAVANA" "gene" NA NA "ENSG00000129675.16" "protein_coding" "ARHGEF6" "2" "HGNC:685" "OTTHUMG00000022518.3" 0.527999972365897 4.55202742415309 5.29618916363561 1.90951776887207e-07 3.8696295982869e-06 6.43578110295889
"ENSG00000053918.18" "HAVANA" "gene" NA NA "ENSG00000053918.18" "protein_coding" "KCNQ1" "2" "HGNC:6294" "OTTHUMG00000009900.11" 0.962514544551986 4.652699726062 5.29440694551401 1.92705665777455e-07 3.90183717812422e-06 6.43566320900481
"ENSG00000232310.8" "HAVANA" "gene" NA NA "ENSG00000232310.8" "lncRNA" "AL078590.2" "2" NA "OTTHUMG00000015620.14" 0.728482873979121 -0.775156968241437 5.29416802878204 1.92941969365941e-07 3.90328847582463e-06 6.78249975223578
"ENSG00000055813.6" "HAVANA" "gene" NA NA "ENSG00000055813.6" "protein_coding" "CCDC85A" "2" "HGNC:29400" "OTTHUMG00000152033.4" 0.950409451319317 -0.802664180582158 5.29258154583136 1.94518245487491e-07 3.93182233632432e-06 6.77955384242157
"ENSG00000251364.7" "HAVANA" "gene" NA NA "ENSG00000251364.7" "lncRNA" "AC107884.1" "2" NA "OTTHUMG00000165526.3" 0.711735363240922 1.16158773603042 5.29153015028203 1.95569751396168e-07 3.94811762410113e-06 6.6915827849202
"ENSG00000237702.2" "HAVANA" "gene" NA NA "ENSG00000237702.2" "TR_V_gene" "TRBV3-1" "2" "HGNC:12212" "OTTHUMG00000158526.2" 0.986431125619997 -1.97588462327149 5.29144270587891 1.95657452902523e-07 3.94811762410113e-06 6.8059737833691
"ENSG00000137269.15" "HAVANA" "gene" NA NA "ENSG00000137269.15" "protein_coding" "LRRC1" "2" "HGNC:14307" "OTTHUMG00000014885.5" -0.375568161828953 4.37821232572969 -5.28868234503672 1.9844562295046e-07 4.00097425183283e-06 6.3630041710475
"ENSG00000041802.11" "HAVANA" "gene" NA NA "ENSG00000041802.11" "protein_coding" "LSG1" "1" "HGNC:25652" "OTTHUMG00000156021.3" -0.325909690731891 5.42169905405111 -5.28661284326335 2.00561212475852e-07 4.03928557284502e-06 6.29133053285361
"ENSG00000154240.17" "HAVANA" "gene" NA NA "ENSG00000154240.17" "protein_coding" "CEP112" "2" "HGNC:28514" "OTTHUMG00000179474.6" 0.532128579977831 3.49155062023732 5.28649088902006 2.00686562834729e-07 4.03928557284502e-06 6.48383331612719
"ENSG00000259495.3" "HAVANA" "gene" NA NA "ENSG00000259495.3" "lncRNA" "AC016705.2" "1" NA "OTTHUMG00000172167.4" 1.33704436583355 0.110280211206466 5.28628208183169 2.009013612273e-07 4.04017919821823e-06 6.72614557188004
"ENSG00000091262.16" "HAVANA" "gene" NA NA "ENSG00000091262.16" "protein_coding" "ABCC6" "2" "HGNC:57" "OTTHUMG00000129967.5" 0.782767980831548 4.03009393450146 5.28500665749665 2.02218229643489e-07 4.0632154447857e-06 6.44129334315671
"ENSG00000273162.1" "HAVANA" "gene" NA NA "ENSG00000273162.1" "lncRNA" "AL133215.2" "2" NA "OTTHUMG00000186479.1" -0.582706716973443 -1.58744301838205 -5.28188270652579 2.05479155822621e-07 4.12406307478083e-06 6.72163624756034
"ENSG00000183826.18" "HAVANA" "gene" NA NA "ENSG00000183826.18" "protein_coding" "BTBD9" "1" "HGNC:21228" "OTTHUMG00000014634.10" 0.537935381621659 5.77925098083851 5.28177321179693 2.05594371758369e-07 4.12406307478083e-06 6.2744164022604
"ENSG00000198478.8" "HAVANA" "gene" NA NA "ENSG00000198478.8" "protein_coding" "SH3BGRL2" "2" "HGNC:15567" "OTTHUMG00000015081.3" 0.70013498393233 5.76550155366541 5.27997741860343 2.07492961696475e-07 4.15683619422371e-06 6.27125461991474
"ENSG00000164342.13" "HAVANA" "gene" NA NA "ENSG00000164342.13" "protein_coding" "TLR3" "1" "HGNC:11849" "OTTHUMG00000160345.6" 0.733707636659433 3.78295841805051 5.27989657691857 2.07578829774815e-07 4.15683619422371e-06 6.43890262634853
"ENSG00000186265.10" "HAVANA" "gene" NA NA "ENSG00000186265.10" "protein_coding" "BTLA" "2" "HGNC:21087" "OTTHUMG00000159255.3" 0.849797581112142 0.570190258123677 5.27586793005629 2.11901890179303e-07 4.23759568874448e-06 6.64634028936406
"ENSG00000155011.9" "HAVANA" "gene" NA NA "ENSG00000155011.9" "protein_coding" "DKK2" "2" "HGNC:2892" "OTTHUMG00000131216.7" 0.802537085968619 1.60140124137215 5.27580588497301 2.11969147484224e-07 4.23759568874448e-06 6.59695906326449
"ENSG00000221986.7" "HAVANA" "gene" NA NA "ENSG00000221986.7" "protein_coding" "MYBPHL" "2" "HGNC:30434" "OTTHUMG00000012002.2" 1.75207645391544 0.186919601845152 5.27304199938961 2.14986311945301e-07 4.29429271796385e-06 6.66874974898534
"ENSG00000108960.9" "HAVANA" "gene" NA NA "ENSG00000108960.9" "protein_coding" "MMD" "1" "HGNC:7153" "OTTHUMG00000177845.4" -0.595826476082045 4.64553545446487 -5.26881681844161 2.19679336567409e-07 4.38434096802464e-06 6.23569384774896
"ENSG00000196159.14" "HAVANA" "gene" NA NA "ENSG00000196159.14" "protein_coding" "FAT4" "2" "HGNC:23109" "OTTHUMG00000133100.5" 0.78286067596154 3.71648220412263 5.26814860471537 2.2043058038622e-07 4.39563419760915e-06 6.40691861257103
"ENSG00000147576.17" "HAVANA" "gene" NA NA "ENSG00000147576.17" "protein_coding" "ADHFE1" "2" "HGNC:16354" "OTTHUMG00000193427.2" 0.788068504503077 0.0677400348620835 5.26550862545252 2.23423033534251e-07 4.45156313033368e-06 6.61480720629527
"ENSG00000229108.2" "HAVANA" "gene" NA NA "ENSG00000229108.2" "lncRNA" "LINC02587" "1" "HGNC:50672" "OTTHUMG00000152388.2" 0.91705255527998 -3.16452304083408 5.26024789167014 2.29504056445405e-07 4.56888428070576e-06 6.67507046438481
"ENSG00000144381.18" "HAVANA" "gene" NA NA "ENSG00000144381.18" "protein_coding" "HSPD1" "2" "HGNC:5261" "OTTHUMG00000154463.5" -0.409124722582555 8.25944538895645 -5.25993783445786 2.29867424314624e-07 4.57227905243267e-06 6.15877657150809
"ENSG00000093072.18" "HAVANA" "gene" NA NA "ENSG00000093072.18" "protein_coding" "ADA2" "1" "HGNC:1839" "OTTHUMG00000030726.15" 0.624890505199755 6.35324246561227 5.25787226337103 2.32302421927185e-07 4.61684025473056e-06 6.13822272178878
"ENSG00000153132.13" "HAVANA" "gene" NA NA "ENSG00000153132.13" "protein_coding" "CLGN" "2" "HGNC:2060" "OTTHUMG00000133414.4" -1.21827851121998 1.24862472216604 -5.25245512675056 2.3880781582632e-07 4.74215520372031e-06 6.4420842611202
"ENSG00000197249.14" "HAVANA" "gene" NA NA "ENSG00000197249.14" "protein_coding" "SERPINA1" "1" "HGNC:8941" "OTTHUMG00000150355.6" 1.15408636414401 8.96359876167526 5.25227963373486 2.39021490496106e-07 4.74242639302316e-06 6.12042462890694
"ENSG00000108094.16" "HAVANA" "gene" NA NA "ENSG00000108094.16" "protein_coding" "CUL2" "2" "HGNC:2552" "OTTHUMG00000017950.5" -0.292964819454831 5.28418132494573 -5.25019583438135 2.4157286836928e-07 4.78904072661842e-06 6.11873891814432
"ENSG00000205704.7" "HAVANA" "gene" NA NA "ENSG00000205704.7" "protein_coding" "LINC00634" "1" "HGNC:27930" "OTTHUMG00000151274.3" -0.966168068799749 -2.92390369179322 -5.2487364030631 2.43375479192272e-07 4.82074570730892e-06 6.59629126724763
"ENSG00000149262.17" "HAVANA" "gene" NA NA "ENSG00000149262.17" "protein_coding" "INTS4" "2" "HGNC:25048" "OTTHUMG00000166629.3" -0.25569882784847 4.63587568427413 -5.24703806053949 2.45489600534402e-07 4.85856296216251e-06 6.14208801552192
"ENSG00000147257.15" "HAVANA" "gene" NA NA "ENSG00000147257.15" "protein_coding" "GPC3" "2" "HGNC:4451" "OTTHUMG00000022448.6" 0.974167282305878 4.09715811149067 5.24445377763474 2.48740750546421e-07 4.91880166426659e-06 6.26649203683722
"ENSG00000108671.11" "HAVANA" "gene" NA NA "ENSG00000108671.11" "protein_coding" "PSMD11" "1" "HGNC:9556" "OTTHUMG00000132811.7" -0.34894208282941 6.83468780153959 -5.24378017902716 2.49595003782707e-07 4.93158128307332e-06 6.06100205568032
"ENSG00000211793.2" "HAVANA" "gene" NA NA "ENSG00000211793.2" "TR_V_gene" "TRAV9-2" "2" "HGNC:12154" "OTTHUMG00000170637.3" 0.923765233069937 -2.2029720832855 5.24139536222344 2.5264233202449e-07 4.98763504771079e-06 6.57072054944266
"ENSG00000181291.8" "HAVANA" "gene" NA NA "ENSG00000181291.8" "protein_coding" "TMEM132E" "2" "HGNC:26991" "OTTHUMG00000132927.4" 0.998155729157698 -0.798066696133758 5.2402198434858 2.5415765473681e-07 5.01262265363437e-06 6.52910318916553
"ENSG00000159167.12" "HAVANA" "gene" NA NA "ENSG00000159167.12" "protein_coding" "STC1" "1" "HGNC:11373" "OTTHUMG00000097853.3" -0.824488848600925 4.14636930695561 -5.24008589982534 2.54330875256101e-07 5.01262265363437e-06 6.11379327581845
"ENSG00000172578.12" "HAVANA" "gene" NA NA "ENSG00000172578.12" "protein_coding" "KLHL6" "2" "HGNC:18653" "OTTHUMG00000148673.3" 0.7164843499201 3.97603353259401 5.23975970147759 2.54753204983782e-07 5.01677615462249e-06 6.21524338973085
"ENSG00000205763.13" "HAVANA" "gene" NA NA "ENSG00000205763.13" "transcribed_unprocessed_pseudogene" "RP9P" "2" "HGNC:33969" "OTTHUMG00000097855.3" -0.393043907236175 2.01444572737501 -5.23744207682304 2.57773474296916e-07 5.07204072662231e-06 6.33155827115629
"ENSG00000152137.8" "HAVANA" "gene" NA NA "ENSG00000152137.8" "protein_coding" "HSPB8" "1" "HGNC:30171" "OTTHUMG00000168932.2" 0.766581269108853 4.3421834072956 5.2306026712788 2.66890160596243e-07 5.24706940940043e-06 6.14018838614404
"ENSG00000140600.17" "HAVANA" "gene" NA NA "ENSG00000140600.17" "protein_coding" "SH3GL3" "2" "HGNC:10832" "OTTHUMG00000147361.4" 1.35864786821044 -3.32126462208779 5.23014096289808 2.67516736762248e-07 5.25503051253761e-06 6.53231205061244
"ENSG00000121864.10" "HAVANA" "gene" NA NA "ENSG00000121864.10" "protein_coding" "ZNF639" "2" "HGNC:30950" "OTTHUMG00000157439.6" -0.312145794851743 4.87560465629787 -5.22864209767585 2.6956066299605e-07 5.28951287343837e-06 6.03368953394634
"ENSG00000146285.14" "HAVANA" "gene" NA NA "ENSG00000146285.14" "protein_coding" "SCML4" "1" "HGNC:21397" "OTTHUMG00000015313.6" 0.906373159757601 1.05892938768852 5.22852695100421 2.69718307211598e-07 5.28951287343837e-06 6.39635154788076
"ENSG00000242732.4" "HAVANA" "gene" NA NA "ENSG00000242732.4" "protein_coding" "RTL5" "2" "HGNC:29430" "OTTHUMG00000021808.2" 0.684684797027303 2.95902784738655 5.22753217038427 2.71083960546238e-07 5.30786994475472e-06 6.26257552610385
"ENSG00000179776.19" "HAVANA" "gene" NA NA "ENSG00000179776.19" "protein_coding" "CDH5" "1" "HGNC:1764" "OTTHUMG00000137495.12" 0.512835589683572 5.26287554441111 5.22751899862963 2.71102087857358e-07 5.30786994475472e-06 6.03787785367084
"ENSG00000158485.11" "HAVANA" "gene" NA NA "ENSG00000158485.11" "protein_coding" "CD1B" "2" "HGNC:1635" "OTTHUMG00000017513.3" 1.2574433349294 -0.773362266922122 5.2228714948069 2.77571986901047e-07 5.43005924869952e-06 6.45031038028914
"ENSG00000147642.17" "HAVANA" "gene" NA NA "ENSG00000147642.17" "protein_coding" "SYBU" "2" "HGNC:26011" "OTTHUMG00000165634.3" 1.0623528937937 3.92885796434651 5.22105289845188 2.80144221882239e-07 5.47586108889357e-06 6.15612186660565
"ENSG00000141433.13" "HAVANA" "gene" NA NA "ENSG00000141433.13" "protein_coding" "ADCYAP1" "2" "HGNC:241" "OTTHUMG00000131479.6" 1.36170618793148 -1.12167684083549 5.22066472495078 2.80696241281487e-07 5.4776707088958e-06 6.44942017727293
"ENSG00000186638.16" "HAVANA" "gene" NA NA "ENSG00000186638.16" "protein_coding" "KIF24" "2" "HGNC:19916" "OTTHUMG00000019810.6" -0.544423269035358 2.27936606190542 -5.22066288701954 2.806988574993e-07 5.4776707088958e-06 6.22327622277817
"ENSG00000184992.13" "HAVANA" "gene" NA NA "ENSG00000184992.13" "protein_coding" "BRI3BP" "2" "HGNC:14251" "OTTHUMG00000168548.4" -0.421040252645141 4.82256467778094 -5.22025937543403 2.81273811784695e-07 5.48066172134092e-06 5.99079889561745
"ENSG00000043514.17" "HAVANA" "gene" NA NA "ENSG00000043514.17" "protein_coding" "TRIT1" "2" "HGNC:20286" "OTTHUMG00000009245.6" -0.325214008833576 4.53484227933441 -5.2202308938886 2.81314437573678e-07 5.48066172134092e-06 6.01558325769241
"ENSG00000233609.3" "HAVANA" "gene" NA NA "ENSG00000233609.3" "transcribed_processed_pseudogene" "RPL10P19" "2" "HGNC:52350" "OTTHUMG00000163695.1" 0.917483298834236 -0.331916116430537 5.21443348585177 2.89703279284707e-07 5.63946202942563e-06 6.3818058735378
"ENSG00000238121.6" "HAVANA" "gene" NA NA "ENSG00000238121.6" "lncRNA" "LINC00426" "2" "HGNC:42761" "OTTHUMG00000016668.10" 0.72215715601506 0.912833893542091 5.21332957869714 2.91327878212805e-07 5.66643477639509e-06 6.32400719101939
"ENSG00000125910.6" "HAVANA" "gene" NA NA "ENSG00000125910.6" "protein_coding" "S1PR4" "2" "HGNC:3170" "OTTHUMG00000180672.2" 0.701463377509615 2.31295248853789 5.21204385775423 2.93231180070429e-07 5.69877973727038e-06 6.23345412537078
"ENSG00000110848.8" "HAVANA" "gene" NA NA "ENSG00000110848.8" "protein_coding" "CD69" "2" "HGNC:1694" "OTTHUMG00000168481.4" 0.817328824062408 3.15729938299441 5.21165534801067 2.93808672810986e-07 5.70532648021988e-06 6.1730628317184
"ENSG00000232629.9" "HAVANA" "gene" NA NA "ENSG00000232629.9" "protein_coding" "HLA-DQB2" "2" "HGNC:4945" "OTTHUMG00000031125.3" 1.17333528129481 5.17706996611497 5.21132271268496 2.94303987766611e-07 5.70888219611975e-06 5.99164124918859
"ENSG00000137710.17" "HAVANA" "gene" NA NA "ENSG00000137710.17" "protein_coding" "RDX" "1" "HGNC:9944" "OTTHUMG00000166574.8" -0.405439690032536 6.5099379769199 -5.2112091054167 2.94473341453161e-07 5.70888219611975e-06 5.90175192196797
"ENSG00000154736.6" "HAVANA" "gene" NA NA "ENSG00000154736.6" "protein_coding" "ADAMTS5" "2" "HGNC:221" "OTTHUMG00000078686.4" -0.846634532098683 2.20965607211975 -5.20971986217479 2.9670209947714e-07 5.74739115898938e-06 6.16781532354204
"ENSG00000185010.15" "HAVANA" "gene" NA NA "ENSG00000185010.15" "protein_coding" "F8" "1" "HGNC:3546" "OTTHUMG00000022688.16" 0.460591764351358 3.98466384151268 5.20896852497339 2.97832724001886e-07 5.7645827641508e-06 6.0646557193655
"ENSG00000152932.8" "HAVANA" "gene" NA NA "ENSG00000152932.8" "protein_coding" "RAB3C" "2" "HGNC:30269" "OTTHUMG00000097053.4" 1.08477734916723 -1.29991119118449 5.20768061407327 2.99780512673731e-07 5.79754971900013e-06 6.38958531195018
